Chat_Gift |= A gift? For me?
Chat_Event_SHEEP_AUCTION[J] |= Are you going to bid on some of our ovine friends tomorrow? They make great grass cutters and excellent nap pillows!
Chat_Event_SHEEP_AUCTION[J] |= I love the Sheep Auction! You can get a proper BAAGAIN! Wahey!
Chat_Event_SHEEP_AUCTION[J] |= Have you ever bought a sheep from the auction? It's on tomorrow if you want to try and understand what in Quill is going on!

Chat_Event_SHEEP_AUCTION[B] |= I feel like going to the Sheep Auction tomorrow and just buying all the sheep because I like to win. I won't though as I am too busy to look after them.
Chat_Event_SHEEP_AUCTION[B] |= I probably won't go to the upcoming Sheep Auction as it's unfair to the rest of you.
Chat_Event_SHEEP_AUCTION[B] |= If I were to go to the Sheep Auction I would likely buy only the very best because that's how I ride.

Chat_Event_SHEEP_AUCTION[Q] |= It's the Sheep Auction tomorrow in FineFayre. I once got over-excited and bid 30 Brass. Luckily, they were very supportive about my mistake.
Chat_Event_SHEEP_AUCTION[Q] |= I once got so excited at the Sheep Auction I stood up to shout my bid, and my pants fell down. I nearly dropped the ball on that one!
Chat_Event_SHEEP_AUCTION[Q] |= I once bought a sheep at the Sheep Auction. It was actually tiny when I sheared the wool off. It was lamb dressed as mutton!

Chat_Event_SHEEP_AUCTION[C] |= I would not bother going to the Sheep Auction tomorrow if I were you. You will get fleeced.
Chat_Event_SHEEP_AUCTION[C] |= Oh, it's that time of the week again. Sheep Auctions. I don't like them. Auctions, that is. Sheep are funny.
Chat_Event_SHEEP_AUCTION[C] |= I am never bidding at the Sheep Auction again. I can't count past 10, so I made a number up, and bought a sheep called Ewegene for Floppity Ploppity Eight.

Chat_Event_CHICKEN_RACING |= It's nearly time for the Chicken Racing. They never seem to be as fast as when you ride them.
Chat_Event_CHICKEN_RACING |= Are you going to spend some hard-earned money on the Chicken Racing tomorrow?
Chat_Event_CHICKEN_RACING |= Are you going to the Chicken Racing tomorrow? I love to suck on a Candy Hare and scream the name of my chosen clucker.

Chat_Event_CHICKEN_RACING[P] |= It is the Chicken Racing at Festfield tomorrow. Goddesses bless those little cluckers.
Chat_Event_CHICKEN_RACING[P] |= I might attend the Chicken Racing at FestField, which is surely our Goddesses' favourite sport.
Chat_Event_CHICKEN_RACING[P] |= It is the Chicken Racing event tomorrow. A chance to win prizes for gifts to offer.

Chat_Event_CHICKEN_RACING[J] |= It's Chicken Racing day tomorrow! Got to admire their determination!
Chat_Event_CHICKEN_RACING[J] |= Have you tried Chicken Racing? I always choose on the one with the longest legs.
Chat_Event_CHICKEN_RACING[J] |= Don't forget the Chicken Racing tomorrow. There's a chance to get some pies and such!

Chat_Event_CHICKEN_RACING[B] |= Chicken Racing soon. I nearly got into the breeding game, but the feathers made me sneeze.
Chat_Event_CHICKEN_RACING[B] |= I find Chicken Racing doesn't have nice enough food prizes to be worth my time. I would say the same for pig and sheep racing.
Chat_Event_CHICKEN_RACING[B] |= Chicken Racing tomorrow. Summerdown's finest contribution to entertainment since the unfortunate incident with the grease barrel.

Chat_Event_CHICKEN_RACING[Q] |= I always watch on the Chicken Racing when it is on. You should try it, especially as someone put effort into making it.
Chat_Event_CHICKEN_RACING[Q] |= I am going to watch the Chicken Racing tomorrow. It's great to egg them on. I take eggs to throw at those who don't win.
Chat_Event_CHICKEN_RACING[Q] |= I am going to the Chicken Racing tomorrow. Are you going? A good chance to meet money and lose folks.

Chat_Event_CHICKEN_RACING[C] |= Apparently, it is the Chicken Racing tomorrow. It's about as fun as counting snowflakes in a blizzard.
Chat_Event_CHICKEN_RACING[C] |= I was considering wasting Brass tomorrow at the Chicken Racing. I may as well just melt down my Brass and make a disc I can throw off a cliff.
Chat_Event_CHICKEN_RACING[C] |= Have you been to the Chicken Racing in FestField? It's just an annoying cacophony of aggressive fowl and shouting villagers.

Chat_Event_CHICKEN_AUCTION |= It's the Chicken Auction at FestField tomorrow. A good source of eggs.
Chat_Event_CHICKEN_AUCTION |= Don't forget the Chicken Auction is tomorrow. It's egg-citing!
Chat_Event_CHICKEN_AUCTION |= It's the Chicken Auction soon. FestField is a lovely place to visit.

Chat_Event_CHICKEN_AUCTION[P] |= It is the Chicken Auction soon. I would much rather be worshipping like the pious NPC I am.
Chat_Event_CHICKEN_AUCTION[P] |= Chicken Auction is on tomorrow. It's not my leather item holder.
Chat_Event_CHICKEN_AUCTION[P] |= Just reminding you of the Chicken Auction tomorrow. 

Chat_Event_CHICKEN_AUCTION[J] |= Are you going to bid on some of our clucking friends tomorrow? I buy them by the featherweight.
Chat_Event_CHICKEN_AUCTION[J] |= I love the Chicken Auction! You can get a proper BAAGAIN! Oh, hang on, that's sheep.
Chat_Event_CHICKEN_AUCTION[J] |= Have you ever bought a Chicken from the auction? It's on tomorrow if you want to try shouting numbers at a man who talks gibberish.

Chat_Event_CHICKEN_AUCTION[B] |= I feel like going to the Chicken Auction tomorrow and just buying all the chickens so I can monopolise eggs and corner the market. 
Chat_Event_CHICKEN_AUCTION[B] |= I probably won't go to the upcoming Chicken Auction as it's beneath me. Not geographically, of course!
Chat_Event_CHICKEN_AUCTION[B] |= If I were to go to the Chicken Auction, I would easily outbid anyone due to my ability to count past 20.

Chat_Event_CHICKEN_AUCTION[Q] |= It's the Chicken Auction tomorrow in FestField. I once won and paid in coins I had cleaned with soap. They refused to accept laundered money.
Chat_Event_CHICKEN_AUCTION[Q] |= I once got so excited at the Chicken Auction I threw my money pouch into the chicken pen, and they ate it all. The change did them good.
Chat_Event_CHICKEN_AUCTION[Q] |= I once bought a sheep at the Chicken Auction. It was the same day I gave up drinking.

Chat_Event_CHICKEN_AUCTION[C] |= I would not bother going to the Chicken Auction tomorrow. Mainly because I want to win for once.
Chat_Event_CHICKEN_AUCTION[C] |= Chicken and chicks and cider bread. Tell me why I don't like auction days. 
Chat_Event_CHICKEN_AUCTION[C] |= I am never bidding at the Chicken Auction again. Last time I got a cockerel with a faulty alarm and got woken at 3am.



Chat_HowAreYou |= I am good thanks.
Chat_HowAreYou |= I am ok today, thank you for asking.
Chat_HowAreYou |= I am very well thank you, considering.
Chat_HowAreYou |= I am having a fine day so far.
Chat_HowAreYou |= Things are ticking along.
Chat_HowAreYou |= I am coping day to day, thank you.
Chat_HowAreYou |= I am ok thanks.
Chat_HowAreYou |= I am well, thank you.

Chat_HowAreYou[C] |= Can't complain. Life is like a box of candied squirrels.
Chat_HowAreYou[C] |= Things could be better. Like everything.
Chat_HowAreYou[C] |= I am ok considering how tough I got it.
Chat_HowAreYou[C] |= Uggh. Where do I start?
Chat_HowAreYou[C] |= Problems, problems. The usual.
Chat_HowAreYou[C] |= I could be better. I would complain but who would listen?

Chat_HowAreYou[P] |= I am full of love for our fair Goddesses.
Chat_HowAreYou[P] |= I am as bright as Aurore's blue eyes.
Chat_HowAreYou[P] |= I am as zesty as Druida's fruits.
Chat_HowAreYou[P] |= I am feeling as perky as Naida in her glory.
Chat_HowAreYou[P] |= I am feeling as energetic as Morwenna.
Chat_HowAreYou[P] |= I am glad to be favoured by Hyalis and be alive another day.
Chat_HowAreYou[P] |= I am feeling fine, bless you for asking.

Chat_HowAreYou[J] |= I am feeling wonderful, thank you!
Chat_HowAreYou[J] |= All's well that ends well, I say.
Chat_HowAreYou[J] |= I am great. Cheers!
Chat_HowAreYou[J] |= Couldn't be better! Well, I could, but I am the best I can be right now.
Chat_HowAreYou[J] |= I am as happy as Larry. And he is a really happy bloke!
Chat_HowAreYou[J] |= I feel as cheery as the sun and more satisfied than a pig in a pie shop.
Chat_HowAreYou[J] |= I am as chirpy as a bird today.
Chat_HowAreYou[J] |= I feel good thanks! Don't let my exterior fool you though!
Chat_HowAreYou[J] |= I am a typical jolly person with the standard jolly reply.

Chat_HowAreYou[Q] |= I am very well. 
Chat_HowAreYou[Q] |= I am particularly average today thank you.
Chat_HowAreYou[Q] |= Not sure why you would want to know how ok I am. It's boring!
Chat_HowAreYou[Q] |= I am feeling particularly quirky today, as is my nature.
Chat_HowAreYou[Q] |= Thanks for asking but I shan't tell you all my secrets!
Chat_HowAreYou[Q] |= I am doing ok really. Life gives you apples and acid indigestion.

Chat_HowAreYou[B] |= I am feeling the best, of course!
Chat_HowAreYou[B] |= As champion of the world I can pronounce I am doing well.
Chat_HowAreYou[B] |= I am good thanks, as always.
Chat_HowAreYou[B] |= I am doing better than you for sure. I tell myself that to hide my insecurities.
Chat_HowAreYou[B] |= I am well, cheers for asking.
Chat_HowAreYou[B] |= Paying respect... I like it. I am good thanks.
Chat_HowAreYou[B] |= Doing well!
