Pickup_Kynseed |= Kynseed
Pickup_Description_799 |= Choose your own cure.
Pickup_800 |= Angst Away
Pickup_Description_800 |= Unnerving.
Pickup_801 |= Gusto Wind
Pickup_Description_801 |= Bottoms up.
Pickup_802 |= Dram Stokers Salve
Pickup_Description_802 |= Stops you coffin up blood.
Pickup_803 |= Choice Cuts
Pickup_Description_803 |= A meaty cure.
Pickup_804 |= Beautiful Sleeping Powder
Pickup_Description_804 |= Puts you in a coma, full stop.
Pickup_805 |= Conk Out 
Pickup_Description_805 |= Zzz for Zaccariah.
Pickup_806 |= Consonent Bowel
Pickup_Description_806 |= Count down to relief.
Pickup_807 |= Bone-No
Pickup_Description_807 |= You too can get the edge on breakages.
Pickup_808 |= P-Unguent
Pickup_Description_808 |= Gets right up your nose.
Pickup_809 |= Emergency Ward.
Pickup_Description_809 |= The Blair ditch project.
Pickup_810 |= Spirits Upped
Pickup_Description_810 |= Has many perks.
Pickup_811 |= Poetry in Lotion
Pickup_Description_811 |= Makes you well versed in talking.
Pickup_812 |= Chatter Box
Pickup_Description_812 |= Go sip it.
Pickup_813 |= Poppy Perkup
Pickup_Description_813 |= Pains the dull.
Pickup_814 |= Emotion-in-Motion
Pickup_Description_814 |= Makes blues moody.
Pickup_815 |= Lethargy Bargy
Pickup_Description_815 |= Wear your best fatigues.
Pickup_816 |= Ditch Channel No. 8
Pickup_Description_816 |= Become the boss.
Pickup_818 |= Cranky Old Man
Pickup_Description_818 |= Comes with a stick.
Pickup_819 |= Gore Blimey
Pickup_Description_819 |= Mary will be poppin those blisters.
Pickup_820 |= Beast Soother
Pickup_Description_820 |= The side effects are tame.
Pickup_822 |= Bee Gone
Pickup_Description_822 |= Get rid of the hives.
Pickup_823 |= Buzz Off
Pickup_Description_823 |= Honey, I'm better.
Pickup_825 |= Jinx Drinx
Pickup_Description_825 |= Hex are gone.
Pickup_826 |= Snitches Brew
Pickup_Description_826 |= Bad juju for bad pupu.
Pickup_828 |= Cons Table Salts
Pickup_Description_828 |= Hey! Wayne said it works great.
Pickup_829 |= Country Bumpin
Pickup_Description_829 |= Ooooo....Ahhhhh.
Pickup_831 |= Bust Ghoster
Pickup_Description_831 |= Makes you feel good.
Pickup_832 |= Hold Haunts
Pickup_Description_832 |= Umbrella cooperation.
Pickup_837 |= Arc Aid
Pickup_Description_837 |= Pop that Blubba.
Pickup_838 |= Paracetemol Stars
Pickup_Description_838 |= Will also remove bubble memories.
Pickup_840 |= High Res Solution
Pickup_Description_840 |= 2d or not 2d.
Pickup_841 |= 8 Bit Dust
Pickup_Description_841 |= Be my Guest.
Pickup_817 |= Failed Cure
Pickup_Description_817 |= 
Pickup_843 |= Failed Cure
Pickup_Description_843 |= 
Pickup_844 |= Failed Cure
Pickup_Description_844 |= 
Pickup_845 |= Pile Driver
Pickup_Description_845 |= Bottom exorcise.
Pickup_846 |= Bummed Out
Pickup_Description_846 |= Don't be left behind.
Pickup_848 |= Mind Blower
Pickup_Description_848 |= Reduces head size.
Pickup_849 |= Cranium Drainium
Pickup_Description_849 |= Gloggin for your noggin.
Pickup_821 |= Judith's Charming Charmer Charm
Pickup_Description_821 |= Halves the negative effect from negative Wheel of Delight results.
Pickup_747 |= Luachra
Pickup_Description_747 |= Well pronounced.
Pickup_746 |= Sceach Gheal
Pickup_Description_746 |= Best left unsaid.
Pickup_165 |= Shadderwryth Ore
Pickup_Description_165 |= Mined over matter.
Pickup_742 |= Eldersberry
Pickup_Description_742 |= Taste as ancient as they look.
Pickup_715 |= Dusk Cherry
Pickup_Description_715 |= Twy lighting them.
Pickup_748 |= Caorthann
Pickup_Description_748 |= Bless you.
Pickup_743 |= Lorianthe
Pickup_Description_743 |= A serious name for a serious fish.
Pickup_744 |= Needlenip
Pickup_Description_744 |= Water sucks! It really, really sucks!
Pickup_745 |= Fish of Many Fingers
Pickup_Description_745 |= Find us one with your bird's eye.
Pickup_518 |= Shadderwryth Bucket
Pickup_Description_518 |= Do not put it on your head.
Pickup_257 |= Shadderwryth Shovel
Pickup_Description_257 |= Makes you down.
Pickup_256 |= Shadderwryth Sickle
Pickup_Description_256 |= Fairy good at cutting.
Pickup_248 |= Shadderwryth Sword
Pickup_Description_248 |= Edgy. Strong vs Ogyr.
Pickup_251 |= Shadderwryth Jewellery
Pickup_Description_251 |= Glimmers like... er... Shadderwryth.
Pickup_254 |= Shadderwryth Ward
Pickup_Description_254 |= Oi! Biggun! Reduce Ogyr STA.
Pickup_824 |= Heart Root Broth
Pickup_Description_824 |= Hearty, rooty and erm, brothy.
Pickup_827 |= Heart Root Seed
Pickup_Description_827 |= We prefer it with pulses.
Pickup_830 |= Heart Root Broth
Pickup_Description_830 |= Heartroot, Chou, Aloe Vera
Pickup_833 |= Piscatootle
Pickup_Description_833 |= For whistling at birds.
Pickup_834 |= Glass Lens
Pickup_Description_834 |= A mysterious gift.
Pickup_835 |= Glass Lens
Pickup_Description_835 |= A mysterious item.
Pickup_836 |= Glass Lens
Pickup_Description_836 |= A mysterious item.
Pickup_839 |= Cemetery Tower Key
Pickup_Description_839 |= Find a matching padlock.
Pickup_842 |= Money Bag
Pickup_Description_842 |= 
Pickup_847 |= Pendentif Rubis
Pickup_Description_847 |= Chance to gain bonus FP.
Pickup_850 |= Pendentif Saphir
Pickup_Description_850 |= Chance to gain bonus Tool XP.
Pickup_851 |= Pendentif Diamant
Pickup_Description_851 |= Increased Crit chance for sword or bow.
Pickup_852 |= Pendentif Emeraude
Pickup_Description_852 |= Chance to add 1 Star to crafting result.
Pickup_853 |= Bumpa Milk
Pickup_Description_853 |= 
Pickup_855 |= Silverscale location 2
Pickup_Description_855 |= After lunch and before the eve,\n Silverscale swims then takes its leave.
Pickup_856 |= Silverscale Use
Pickup_Description_856 |= Silverscale the shimmering dart,\n Tastes quite nice and stops a fart.
Pickup_857 |= Silverscale location 1
Pickup_Description_857 |= Everywhere in calm, babbling brooks,\n Silverscale gives you dirty looks.
Pickup_859 |= Cursefish location 1
Pickup_Description_859 |= Cursefish, the sweary knaves,\n Explete themselves in dark old caves.
Pickup_860 |= Cursefish location 2
Pickup_Description_860 |= Cursefish like it fine, Swearing where the sun don't shine.
Pickup_861 |= Cursefish Use
Pickup_Description_861 |= Curesfish loosens lips so pursed,\n Speaks the truth but also cursed.
Pickup_858 |= Healing Cream
Pickup_Description_858 |= HP saucy.
Pickup_862 |= Flame Phial
Pickup_Description_862 |= I love the smell of Flame Phial in the mourning.
Pickup_863 |= Stink Bomb
Pickup_Description_863 |= Goes off badly.
Pickup_854 |= Tough Skin Powder
Pickup_Description_854 |= Makes you a hardcase.
Pickup_864 |= Abdo-mend
Pickup_Description_864 |= A silver (stomach) lining.
Pickup_865 |= Gulliver Travel
Pickup_Description_865 |= Lily put it in her tummy .
Pickup_866 |= Burnout
Pickup_Description_866 |= The right criterion for burn relief.
Pickup_867 |= Blind Sear
Pickup_Description_867 |= Inspires.
Pickup_868 |= Spring Whiff
Pickup_Description_868 |= Gives a minx effect.
Pickup_869 |= Hold the Odor!
Pickup_Description_869 |= A fragrance for gamey thrones.
Pickup_870 |= Farsight Potion
Pickup_Description_870 |= Accidental little happies.
Pickup_871 |= Potion of Vivid Colours
Pickup_Description_871 |= Ever wanted to cry clouds of purple lasers? Take this
Pickup_872 |= Pep Powder
Pickup_Description_872 |= Puts a step in your spring.
Pickup_873 |= Angst Away
Pickup_Description_873 |= No tears or fears.
Pickup_874 |= Dram Stokers Salve
Pickup_Description_874 |= Stops you coffin up blood.
Pickup_875 |= Clotting Cream
Pickup_Description_875 |= Stems the flow of claret.
Pickup_876 |= Beautiful Sleeping Powder
Pickup_Description_876 |= Puts you in a coma, full stop.
Pickup_877 |= Nap Star Powder
Pickup_Description_877 |= Down a load to get to sleep.
Pickup_878 |= Go Easy Potion
Pickup_Description_878 |= Takes guts.
Pickup_879 |= Ploppalot Potion
Pickup_Description_879 |= S**** going down!
Pickup_880 |= Bone-No
Pickup_Description_880 |= You too can get the edge on breakages.
Pickup_881 |= Salve-ation
Pickup_Description_881 |= A good rub for muscle pain.
Pickup_882 |= Emergency Ward
Pickup_Description_882 |= The Blair ditch project.
Pickup_883 |= Voo-Doo-Do-One
Pickup_Description_883 |= Banishes Curses.
Pickup_884 |= Poetry in Lotion
Pickup_Description_884 |= Makes you well versed in talking.
Pickup_885 |= Shush Mush
Pickup_Description_885 |= Encourages you to be more open.
Pickup_886 |= Poppy Perkup
Pickup_Description_886 |= Pains the dull.
Pickup_887 |= Emotion-in-Motion
Pickup_Description_887 |= Makes blues moody.
Pickup_888 |= Ditch Channel No. 8
Pickup_Description_888 |= Become the boss.
Pickup_889 |= Hardwood Tincture
Pickup_Description_889 |= Puts a spring in your bed.
Pickup_890 |= Gore Blimey
Pickup_Description_890 |= Mary will be poppin those blisters.
Pickup_891 |= Beast Soother
Pickup_Description_891 |= The side effects are tame.
Pickup_892 |= Bee Gone
Pickup_Description_892 |= Get rid of the hives.
Pickup_893 |= Buzz Off
Pickup_Description_893 |= Buzz off.
Pickup_894 |= Jinx Drinx
Pickup_Description_894 |= Hex are gone.
Pickup_895 |= Snitches Brew
Pickup_Description_895 |= Bad juju for bad pupu.
Pickup_896 |= Cons Table Wine
Pickup_Description_896 |= Hey! Wayne said it works great.
Pickup_897 |= Country Bumpin
Pickup_Description_897 |= Ooooo....Ahhhhh.
Pickup_898 |= Bust Ghoster
Pickup_Description_898 |= Makes you feel good.
Pickup_899 |= Hold Haunts
Pickup_Description_899 |= Umbrella cooperation.
Pickup_900 |= Arc Aid
Pickup_Description_900 |= Pop that Blubba.
Pickup_901 |= Paracetemol Stars
Pickup_Description_901 |= Will also remove bubble memories.
Pickup_902 |= High Res Solution
Pickup_Description_902 |= 2d or not 2d.
Pickup_903 |= 8 Bit Dust
Pickup_Description_903 |= Cures the whole spectrum.
Pickup_904 |= Pile Driver
Pickup_Description_904 |= Bottom exorcise.
Pickup_905 |= Bummed Out
Pickup_Description_905 |= Don't be left behind.
Pickup_906 |= Mind Blower
Pickup_Description_906 |= Reduces head size.
Pickup_907 |= Cranium Drainium
Pickup_Description_907 |= Gloggin for your noggin.
Pickup_908 |= Copper Charm
Pickup_Description_908 |= CONSTITUTION up.
Pickup_909 |= Tin Charm
Pickup_Description_909 |= STRENGTH up vs Hobs, Nobs, Lobs.
Pickup_910 |= Zinc Charm
Pickup_Description_910 |= SPEED up.
Pickup_911 |= Luminium Charm
Pickup_Description_911 |= Visibility up in combat zones. Reduced fog.
Pickup_912 |= Shadderwryth Charm
Pickup_Description_912 |= Fae pet STAMINA up.
Pickup_913 |= Charm Mould
Pickup_Description_913 |= A mould used for blacksmithing.
Pickup_914 |= Poche à Venin
Pickup_Description_914 |= Pretty gross really.
Pickup_915 |= Hag's Tooth
Pickup_Description_915 |= But witch one?
Pickup_916 |= Hag's Hair
Pickup_Description_916 |= Does it matter?
Pickup_917 |= Hag's Eye
Pickup_Description_917 |= Socket to the enemy.
Pickup_918 |= Arc
Pickup_Description_918 |= Sends enemies all a-quiver.
Pickup_919 |= Mushroom location 1
Pickup_Description_919 |= On a Mushroom you can certainly bet,\n To find them wherever it is wet.
Pickup_920 |= Mushroom location 2
Pickup_Description_920 |= Mushroom, the most curious thing, You never find them during Spring.
Pickup_921 |= Mushroom Use
Pickup_Description_921 |= You would think that Mushrooms make you hazy, But in fact they make you lazy.
Pickup_922 |= Cleansing Water
Pickup_Description_922 |= It's hydromatic.
Pickup_923 |= Blessed Water
Pickup_Description_923 |= Splash Damage.
Pickup_924 |= Bee Jar
Pickup_Description_924 |= Buzz off, monsters!
Pickup_925 |= The Silver Nox
Pickup_Description_925 |= Dedicated.
Pickup_112 |= Cointail
Pickup_Description_112 |= A bit rich.
Pickup_115 |= Weed Skimmer
Pickup_Description_115 |= In a rush.
Pickup_116 |= Navet
Pickup_Description_116 |= It's shaped like a thingy!
Pickup_130 |= Coriandre
Pickup_Description_130 |= We have some dhania.
Pickup_131 |= Aloe Vera
Pickup_Description_131 |= Hello Edna.
Pickup_83 |= Saumon
Pickup_Description_83 |= It's a salmonidae.
Pickup_135 |= Lait Mousse
Pickup_Description_135 |= Lacks toes.
Pickup_136 |= Dank Moss
Pickup_Description_136 |= Slip it in your food.
Pickup_137 |= Sweet Moss
Pickup_Description_137 |= A model of sweetness.
Pickup_138 |= Grape Jam
Pickup_Description_138 |= Stop wining.
Pickup_148 |= Nightberry Jam
Pickup_Description_148 |= A bed spread.
Pickup_149 |= Sugar Plum Jam
Pickup_Description_149 |= An Elfy alternative.
Pickup_150 |= Eldersberry Jam
Pickup_Description_150 |= Past its sell by date.
Pickup_151 |= Dusk Cherry Jam
Pickup_Description_151 |= Sunsetting jelly.
Pickup_152 |= Offally Quick Bake
Pickup_Description_152 |= Organically produced.
Pickup_153 |= Chop Gooey
Pickup_Description_153 |= Oozes flavour.
Pickup_154 |= Dynasty Broth
Pickup_Description_154 |= Eat if you fallon hard times.
Pickup_155 |= Réduction de la séduction
Pickup_Description_155 |= Woo who.
Pickup_156 |= Llaranfast
Pickup_Description_156 |= Better out than in.
Pickup_157 |= Sunset Driveover
Pickup_Description_157 |= Not for insomniacs.
Pickup_158 |= Brackenbarm
Pickup_Description_158 |= Gives you brainfart, literally.
Pickup_160 |= Faery Bread
Pickup_Description_160 |= Wash it down with sprite.
Pickup_926 |= Berry Bright Bread
Pickup_Description_926 |= Make Mary.
Pickup_927 |= Hokey Hoagie
Pickup_Description_927 |= Put your left bread in.
Pickup_928 |= Angled Wedge
Pickup_Description_928 |= A chip off the old block.
Pickup_929 |= Vera's Victory Veggie
Pickup_Description_929 |= We'll meat again.
Pickup_930 |= Creek n Coop
Pickup_Description_930 |= Free deliverance.
Pickup_931 |= Stinging Sponge
Pickup_Description_931 |= Quite a sharp taste.
Pickup_932 |= Flan Flambé
Pickup_Description_932 |= Pass the cream mate.
Pickup_933 |= Confiture de Fraise
Pickup_Description_933 |= Fraise, Miel, Mente
Pickup_934 |= Confiture de Myrtille
Pickup_Description_934 |= Myrtille, Miel, Myrtille
Pickup_935 |= Tarte Gommeuse
Pickup_Description_935 |= Honey, Gummy Mushroom, Strawberry
Pickup_936 |= Fishywish Pie
Pickup_Description_936 |= Cursefish, Fishie Wishie, Weed Skimmer
Pickup_937 |= Confiture de Raisin
Pickup_Description_937 |= Honey, Grapes, Grapes
Pickup_938 |= Confiture de Nightberry
Pickup_Description_938 |= Nightberry, Nightberry, Nightberry
Pickup_939 |= Confiture de Pruneaux
Pickup_Description_939 |= Sugar Plums, Sugar Plums, Sugar Plums
Pickup_940 |= Confiture de Eldersberry
Pickup_Description_940 |= Eldersberry, Eldersberry, Eldersberry
Pickup_941 |= Confiture de Dusk Cherry
Pickup_Description_941 |= Dusk Cherry, Dusk Cherry, Dusk Cherry
Pickup_942 |= Offally Quick Bake
Pickup_Description_942 |= Flickerfin, Offal Tench, Myrtille
Pickup_943 |= Chop Gooey
Pickup_Description_943 |= Pork Chop, Gummy Mushroom, Honey
Pickup_944 |= Dynasty Broth
Pickup_Description_944 |= Lorianthe, Chou, Basilic
Pickup_945 |= Réduction de la séduction
Pickup_Description_945 |= Eldersberry, Pumpkin, Strawberry
Pickup_946 |= Llaranfast
Pickup_Description_946 |= Swamflatch, Honey, Dank Moss
Pickup_947 |= Sunset Driveover
Pickup_Description_947 |= Sugar Plums, Nightberry, Cursefish
Pickup_948 |= Brackenbarm
Pickup_Description_948 |= Eldersberry, Gassy Apple, Chamomile
Pickup_949 |= Faery Bread
Pickup_Description_949 |= Sugar Plums, Chamomile, Rainbow Mushroom
Pickup_950 |= Berry Bright Bread
Pickup_Description_950 |= Eldersberry, Nightberry, Pear
Pickup_951 |= Hokey Hoagie
Pickup_Description_951 |= Turnip, Basilic, Pork Chop
Pickup_952 |= Angled Wedge
Pickup_Description_952 |= Salmon, Barbel, Fish of Many Fingers
Pickup_953 |= Vera's Victory Veggie
Pickup_Description_953 |= Aloe Vera, Turnip, Eldersberry
Pickup_954 |= Creek n Coop
Pickup_Description_954 |= Chicken Drumstick, Pike, Barbel
Pickup_955 |= Stinging Sponge
Pickup_Description_955 |= Ortie, Gingembre, Pear
Pickup_956 |= Fiery Flan
Pickup_Description_956 |= Firefish, Flickerfin, Gingembre
Pickup_957 |= Turnip Seed
Pickup_Description_957 |= Insert corny joke here...
Pickup_487 |= Grapes
Pickup_Description_487 |= Always whining
Pickup_958 |= Terrarium
Pickup_Description_958 |= Want crops in a hurry? Jump right in.
Pickup_959 |= Aloe Vera location 1
Pickup_Description_959 |= Aloe Vera!  Show us your gown!  In the fields of Summerdown.
Pickup_960 |= Weed Skimmer location 1
Pickup_Description_960 |= Under the silent, swaying reeds,\n Weedskimmer skims among the weeds.
Pickup_961 |= Aloe Vera location 2
Pickup_Description_961 |= Aloe Vera only wakes,\n When people finish their lunchtime cakes.
Pickup_962 |= Aloe Vera Use
Pickup_Description_962 |= Constitution fills your whole,\n With Aloe Vera in your bowl.
Pickup_963 |= Cointail location 1
Pickup_Description_963 |= Cointail a greedy fish,\n Hangs around shops to wish.
Pickup_964 |= Cointail location 2
Pickup_Description_964 |= When golden leaves lie on the forest floor,\n Cointail spins never more.
Pickup_965 |= Cointail Use
Pickup_Description_965 |= Raises Charm and Barter skill,\n But Cointail reason it does kill.
Pickup_966 |= Coriander location 1
Pickup_Description_966 |= In the Vale where some herbs toil,\n Coriander loves the soil.
Pickup_967 |= Coriander location 2
Pickup_Description_967 |= Only after lunch it wakes,\n Coriander!  For year-round bakes.
Pickup_968 |= Coriander Use
Pickup_Description_968 |= If your negotiation skill's a non-starter,\n Coriander can help you Barter.
Pickup_969 |= Dank Moss location 1
Pickup_Description_969 |= As any quality woodsman knows,\n Dank Moss on any tree's stump grows.
Pickup_970 |= Dank Moss location 2
Pickup_Description_970 |= Pour water on a stump so clean,\n And Dank Moss is yours to glean.
Pickup_971 |= Dank Moss Use
Pickup_Description_971 |= Dank Moss wet and strong like wire,\n Makes a person's toughness higher.
Pickup_972 |= Honey location 2
Pickup_Description_972 |= Where can one procure honey?\n A beehive! Oh isn't that funny?
Pickup_973 |= Milk Moss location 1
Pickup_Description_973 |= Milk Moss grows in little clumps,\n On nature's table we call tree stumps.
Pickup_974 |= Milk Moss location 2
Pickup_Description_974 |= To get the Milk Moss to grow so plump,\n Pour some milk upon the stump.
Pickup_975 |= Milk Moss Use
Pickup_Description_975 |= Milk Moss never means no harm,\n Always likes to turn on Charm.
Pickup_976 |= Nettle location 1
Pickup_Description_976 |= In Quill they always raise a kettle,\n To Midsomer Murder and Old John Nettle.
Pickup_977 |= Nettle location 2
Pickup_Description_977 |= Before evening spreads dark wings,\n Nettle laughs at all it stings.
Pickup_978 |= Nettle Use
Pickup_Description_978 |= Nettle makes love a habit,\n Just don't rub it on your bits.
Pickup_575 |= Pork Tree location 1
Pickup_Description_575 |= Through the door with circles three,\n Find the pork upon the tree.
Pickup_576 |= Pork Tree location 2
Pickup_Description_576 |= To grow some pork to make a chop,\n Buy the seeds from Fairy shoppe!
Pickup_577 |= Pork Tree Use
Pickup_Description_577 |= Dogs love a bit of pork,\n So offer some from your fork.
Pickup_979 |= Salmon location 1
Pickup_Description_979 |= Below the falling waters high,\n Salmon leaps into the sky.
Pickup_980 |= Salmon location 2
Pickup_Description_980 |= Salmon does not like the cold,\n They swim away in Winter's hold.
Pickup_981 |= Salmon Use
Pickup_Description_981 |= Salmon is good for adding muscle,\n To help with daily hustle and bustle.
Pickup_982 |= Sweet Moss location 1
Pickup_Description_982 |= In Tir Na Nog where fairies sneeze,\n Pour Honey on the stumps of trees.
Pickup_983 |= Sweet Moss location 2
Pickup_Description_983 |= Do not go and take a dump!\n Just go pour honey on a stump!
Pickup_984 |= Sweet Moss Use
Pickup_Description_984 |= Put some Sweet Moss in your dinner,\n To make your rumpy skills a winner.
Pickup_985 |= Turnip location 1
Pickup_Description_985 |= Turnip is the poor man's veg,\n In Mellowfields they sleep by hedge.
Pickup_986 |= Turnip location 2
Pickup_Description_986 |= Turnips hate the summer so,\n They like cold and damp to make them grow.
Pickup_987 |= Turnip Use
Pickup_Description_987 |= Eat yer Turnips said my Nan,\n They make yer arms as strong as Pan.
Pickup_988 |= Weed Skimmer location 2
Pickup_Description_988 |= Weedskimmer hibernate through Spring,\n So from Summer on you see them swim.
Pickup_989 |= Weed Skimmer Use
Pickup_Description_989 |= Weedskimmer darts with serious need,\n And gives a person serious speed.
Pickup_702 |= Milk location 2
Pickup_Description_702 |= Why do cows have hooves, ya knows?\n It's because they all lactose.
Pickup_990 |= Cellar Key
Pickup_Description_990 |= Find a matching padlock.
Pickup_991 |= Friendship Ring
Pickup_Description_991 |= A small circle of friends. Boost to FP gains.
Pickup_992 |= Torc of Return
Pickup_Description_992 |= Get back to where you once belonged. Transports you to The Circle tomb entrance.
Pickup_993 |= Fae Markets token
Pickup_Description_993 |= Let's go upmarket. Access special Fae markets.
Pickup_994 |= Deep Mine Key
Pickup_Description_994 |= Open minded. Access Deep Mine.
Pickup_995 |= Blizzard Staff
Pickup_Description_995 |= Great support. Create a snowstorm.
Pickup_996 |= Lightning Rod
Pickup_Description_996 |= Cooks up a storm.
Pickup_997 |= Music Box
Pickup_Description_997 |= Artefacts of life. Has a mystery use...
Pickup_998 |= Glass Lens
Pickup_Description_998 |= A mysterious item.
Pickup_999 |= Vorpal Sword Mould
Pickup_Description_999 |= Forge the Vorpal Sword with this mould.
Pickup_1000 |= Vorpal Sword
Pickup_Description_1000 |= Edgy. The only weapon that can hurt a Jabberwock.
Pickup_1001 |= Hyalite Charm
Pickup_Description_1001 |= Have some self-reflection. Chance for projectiles to bounce off you.
Pickup_114 |= Gasbelly
Pickup_Description_114 |= Has an inflated opinion.
Pickup_113 |= Mudkipper
Pickup_Description_113 |= Sleeps with the fishes.
Pickup_122 |= Moxy
Pickup_Description_122 |= IQ for the toilet before bed.
Pickup_488 |= Leek
Pickup_Description_488 |= Drip fed.
Pickup_479 |= Bogbean
Pickup_Description_479 |= Look, smells and tastes like poo. Erm, not that I eat poo.
Pickup_126 |= Bogeyman Fungus
Pickup_Description_126 |= Snot fair.
Pickup_480 |= Spearwort
Pickup_Description_480 |= You wort? Want some do ya?!
Pickup_478 |= Iris
Pickup_Description_478 |= There is no corn here.
Pickup_118 |= Garlic
Pickup_Description_118 |= Has bite.
Pickup_117 |= Marshmallow
Pickup_Description_117 |= Like soft little cushions for mice.
Pickup_129 |= Veill
Pickup_Description_129 |= Pull it back.
Pickup_1002 |= Lambton Pie
Pickup_Description_1002 |= Cut it in three halves.
Pickup_1003 |= Lambton Pie
Pickup_Description_1003 |= Swamflatch, Eel, Veill
Pickup_1004 |= Moxy Jam
Pickup_Description_1004 |= Moxy, Moxy, Moxy
Pickup_1005 |= Cock-A-Leeky Soup
Pickup_Description_1005 |= Leek, Thyme, Chicken Drumstick
Pickup_1006 |= Turnip Pie
Pickup_Description_1006 |= Turnip, Basilic, Thyme
Pickup_1007 |= Ghoul Hash
Pickup_Description_1007 |= Moxy, Bogeyman Fungus, Needlenip
Pickup_45 |= The Brothy Grimm
Pickup_Description_45 |= Chou, Offal Tench, Mudkipper
Pickup_1008 |= Cursory Glance
Pickup_Description_1008 |= Leek, Cursefish, Radis
Pickup_1009 |= Prime Cordial Soup
Pickup_Description_1009 |= Pitchfickle, Eldersberry, Parsley
Pickup_1010 |= Glutton Free Cake
Pickup_Description_1010 |= Strawberry, Marshmallow, Whistleroot
Pickup_1011 |= Ambrosia
Pickup_Description_1011 |= Moonfish, Rainbow Mushroom, Marshmallow
Pickup_1012 |= Luke's Runner's Aid Broth
Pickup_Description_1012 |= Weed Skimmer, Luachra, Pear
Pickup_1013 |= Moxy Jam
Pickup_Description_1013 |= Preserves your brain power.
Pickup_1014 |= Cock-A-Leeky Soup
Pickup_Description_1014 |= Seriously?
Pickup_1015 |= Turnip Pie
Pickup_Description_1015 |= It's Turnippy.
Pickup_1016 |= Ghoul Hash
Pickup_Description_1016 |= Dead Tasty.
Pickup_1017 |= Cursory Glance
Pickup_Description_1017 |= Made with love and care... for your enemies.
Pickup_1018 |= Prime Cordial Soup
Pickup_Description_1018 |= Prehistorikky.
Pickup_1019 |= Glutton Free Cake
Pickup_Description_1019 |= Free from fats.
Pickup_1020 |= Ambroisie
Pickup_Description_1020 |= Food of the Gods. The Party Gods.
Pickup_1021 |= Luke's Runner's Aid Broth
Pickup_Description_1021 |= Witness the Fitness.
Pickup_167 |= Poison Tongue
Pickup_Description_167 |= Extra padding.
Pickup_1022 |= Yellow Toenail
Pickup_Description_1022 |= Use a toe knife.
Pickup_1023 |= Spriggan Ear
Pickup_Description_1023 |= Love it or lobe it.
Pickup_1024 |= Spikey Tip
Pickup_Description_1024 |= Nothing to do with hedgehog waiters.
Pickup_1025 |= Ogyr Blood
Pickup_Description_1025 |= Haemo-goblin.
Pickup_1026 |= Fetid Toe
Pickup_Description_1026 |= Smells like rotten Aggghh soles.
Pickup_1027 |= Blind Mary
Pickup_Description_1027 |= Named after a witch who had perfectly good vision Thankyouverymuch.
Pickup_1028 |= Mandragore
Pickup_Description_1028 |= Don't go rooting for it.
Pickup_1029 |= Cavewort
Pickup_Description_1029 |= A blemish on caves.
Pickup_1030 |= Sticky Tongue
Pickup_Description_1030 |= Got it licked.
Pickup_1031 |= Crude Gullet
Pickup_Description_1031 |= A striking common tater.
Pickup_1032 |= Phasmasme
Pickup_Description_1032 |= A bit dodgy.
Pickup_1033 |= Shanteraag
Pickup_Description_1033 |= IQ up to obtain these flowers.
Pickup_1034 |= Iférys
Pickup_Description_1034 |= C-c-c-combust breaker.
Pickup_128 |= Crystal Beans
Pickup_Description_128 |= Missed a Bean.
Pickup_1035 |= Veill Jam
Pickup_Description_1035 |= Not a Wedding Dress malfunction.
Pickup_1036 |= Veill Jam
Pickup_Description_1036 |= Veill, Veill, Honey
Pickup_1037 |= Continyuum
Pickup_Description_1037 |= I know The Doctor Who recommended eating this.
Pickup_1038 |= Continyuum
Pickup_Description_1038 |= Heartroot, Veill, Crystal Beans
Pickup_1039 |= Crude Gullet location 1
Pickup_Description_1039 |= Hopping around in Midwood mires,\n Croakers bounce and jump much higher.
Pickup_1040 |= Nymph Wing location 2
Pickup_Description_1040 |= I killed a Nymph and here's the thing,\n She dropped the most delightful wing.
Pickup_1041 |= Mudkipper Use
Pickup_Description_1041 |= Mudkipper's trait is rather silly,\n Makes you squeamish just like Willy.
Pickup_1042 |= Crude Gullet Use
Pickup_Description_1042 |= Crude Gullet stops those farts that creep,\n But will make you fall asleep.
Pickup_1043 |= Mudkipper location 1
Pickup_Description_1043 |= Mudkipper has its muddy dreams,\n In the shallow Woemarsh streams.
Pickup_1044 |= Mudkipper location 2
Pickup_Description_1044 |= Mudkipper hates being hot,\n So in summer cant be got.
Pickup_1045 |= Gasbelly location 1
Pickup_Description_1045 |= Gasbelly, flat and bloated thing,\n In Woemarsh waters it does sing.
Pickup_1046 |= Gasbelly location 2
Pickup_Description_1046 |= As the morning light appears,\n Gasbelly shows its face and leers.
Pickup_1047 |= Gasbelly Use
Pickup_Description_1047 |= Stinks a lot does Gasbelly fish,\n And makes bombs too, should you wish.
Pickup_1048 |= Moxy location 1
Pickup_Description_1048 |= In Woemarsh's shadowy, darkest shades,\n Poxy Moxy grows in spades.
Pickup_1049 |= Moxy location 2
Pickup_Description_1049 |= Moxy is a quirky thing,\n Only grows Winter and Spring.
Pickup_1050 |= Moxy Use
Pickup_Description_1050 |= makes you sleepy and makes you smart,\n Moxy also holds that fart.
Pickup_1051 |= Leek location 1
Pickup_Description_1051 |= I once had to take a Leek,\n From Woemarsh swamps; it took a week!
Pickup_1052 |= Leek location 2
Pickup_Description_1052 |= Leeks do not like the cold its true,\n So pick them when your nose ain't blue!
